,text,intent
40579,potresti scaraventare il bastone contro il vaso ,Throw
40580,colpiresti il vaso ,Throw
40581,lanceresti il bastone contro il vaso ,Throw
40582,scaglieresti il bastone contro il vaso ,Throw
40583,scaraventeresti il bastone contro il vaso ,Throw
40584,colpisci questa pianta ,Throw
40585,colpisci questa pianta con il bastone ,Throw
40586,colpisci questa pianta usando il bastone ,Throw
40587,lancia il bastone contro questa pianta ,Throw
40588,scaglia il bastone contro questa pianta ,Throw
40589,scaraventa il bastone contro questa pianta ,Throw
40590,puoi colpire questa pianta ,Throw
40591,puoi colpire questa pianta con il bastone ,Throw
40592,puoi colpire questa pianta usando il bastone ,Throw
40593,puoi lanciare il bastone contro questa pianta ,Throw
40594,puoi scagliare il bastone contro questa pianta ,Throw
40595,puoi scaraventare il bastone contro questa pianta ,Throw
40596,potresti colpire questa pianta ,Throw
40597,potresti colpire questa pianta con il bastone ,Throw
40598,potresti colpire questa pianta usando il bastone ,Throw
40599,potresti lanciare il bastone contro questa pianta ,Throw
40600,potresti scagliare il bastone contro questa pianta ,Throw
40601,potresti scaraventare il bastone contro questa pianta ,Throw
40602,colpiresti questa pianta ,Throw
40603,lanceresti il bastone contro questa pianta ,Throw
40604,scaglieresti il bastone contro questa pianta ,Throw
40605,scaraventeresti il bastone contro questa pianta ,Throw
40606,colpisci quella pianta ,Throw
40607,colpisci quella pianta con il bastone ,Throw
40608,colpisci quella pianta usando il bastone ,Throw
40609,lancia il bastone contro quella pianta ,Throw
40610,scaglia il bastone contro quella pianta ,Throw
40611,scaraventa il bastone contro quella pianta ,Throw
40612,puoi colpire quella pianta ,Throw
40613,puoi colpire quella pianta con il bastone ,Throw
40614,puoi colpire quella pianta usando il bastone ,Throw
40615,puoi lanciare il bastone contro quella pianta ,Throw
40616,puoi scagliare il bastone contro quella pianta ,Throw
40617,puoi scaraventare il bastone contro quella pianta ,Throw
40618,potresti colpire quella pianta ,Throw
40619,potresti colpire quella pianta con il bastone ,Throw
40620,potresti colpire quella pianta usando il bastone ,Throw
40621,potresti lanciare il bastone contro quella pianta ,Throw
40622,potresti scagliare il bastone contro quella pianta ,Throw
40623,potresti scaraventare il bastone contro quella pianta ,Throw
40624,colpiresti quella pianta ,Throw
40625,lanceresti il bastone contro quella pianta ,Throw
40626,scaglieresti il bastone contro quella pianta ,Throw
40627,scaraventeresti il bastone contro quella pianta ,Throw
40628,colpisci la pianta ,Throw
40629,colpisci la pianta con il bastone ,Throw
40630,colpisci la pianta usando il bastone ,Throw
40631,lancia il bastone contro la pianta ,Throw
40632,scaglia il bastone contro la pianta ,Throw
40633,scaraventa il bastone contro la pianta ,Throw
40634,puoi colpire la pianta ,Throw
40635,puoi colpire la pianta con il bastone ,Throw
40636,puoi colpire la pianta usando il bastone ,Throw
40637,puoi lanciare il bastone contro la pianta ,Throw
40638,puoi scagliare il bastone contro la pianta ,Throw
40639,puoi scaraventare il bastone contro la pianta ,Throw
40640,potresti colpire la pianta ,Throw
40641,potresti colpire la pianta con il bastone ,Throw
40642,potresti colpire la pianta usando il bastone ,Throw
40643,potresti lanciare il bastone contro la pianta ,Throw
40644,potresti scagliare il bastone contro la pianta ,Throw
40645,potresti scaraventare il bastone contro la pianta ,Throw
40646,colpiresti la pianta ,Throw
40647,lanceresti il bastone contro la pianta ,Throw
40648,scaglieresti il bastone contro la pianta ,Throw
40649,scaraventeresti il bastone contro la pianta ,Throw
40650,colpisci questa pianta nel vaso ,Throw
40651,colpisci questa pianta nel vaso con il bastone ,Throw
40652,colpisci questa pianta nel vaso usando il bastone ,Throw
40653,lancia il bastone contro questa pianta nel vaso ,Throw
40654,scaglia il bastone contro questa pianta nel vaso ,Throw
40655,scaraventa il bastone contro questa pianta nel vaso ,Throw
40656,puoi colpire questa pianta nel vaso ,Throw
40657,puoi colpire questa pianta nel vaso con il bastone ,Throw
40658,puoi colpire questa pianta nel vaso usando il bastone ,Throw
40659,puoi lanciare il bastone contro questa pianta nel vaso ,Throw
40660,puoi scagliare il bastone contro questa pianta nel vaso ,Throw
40661,puoi scaraventare il bastone contro questa pianta nel vaso ,Throw
40662,potresti colpire questa pianta nel vaso ,Throw
40663,potresti colpire questa pianta nel vaso con il bastone ,Throw
40664,potresti colpire questa pianta nel vaso usando il bastone ,Throw
40665,potresti lanciare il bastone contro questa pianta nel vaso ,Throw
40666,potresti scagliare il bastone contro questa pianta nel vaso ,Throw
40667,potresti scaraventare il bastone contro questa pianta nel vaso ,Throw
40668,colpiresti questa pianta nel vaso ,Throw
40669,lanceresti il bastone contro questa pianta nel vaso ,Throw
40670,scaglieresti il bastone contro questa pianta nel vaso ,Throw
40671,scaraventeresti il bastone contro questa pianta nel vaso ,Throw
40672,colpisci quella pianta nel vaso ,Throw
40673,colpisci quella pianta nel vaso con il bastone ,Throw
40674,colpisci quella pianta nel vaso usando il bastone ,Throw
40675,lancia il bastone contro quella pianta nel vaso ,Throw
40676,scaglia il bastone contro quella pianta nel vaso ,Throw
40677,scaraventa il bastone contro quella pianta nel vaso ,Throw
40678,puoi colpire quella pianta nel vaso ,Throw
40679,puoi colpire quella pianta nel vaso con il bastone ,Throw
40680,puoi colpire quella pianta nel vaso usando il bastone ,Throw
40681,puoi lanciare il bastone contro quella pianta nel vaso ,Throw
40682,puoi scagliare il bastone contro quella pianta nel vaso ,Throw
40683,puoi scaraventare il bastone contro quella pianta nel vaso ,Throw
40684,potresti colpire quella pianta nel vaso ,Throw
40685,potresti colpire quella pianta nel vaso con il bastone ,Throw
40686,potresti colpire quella pianta nel vaso usando il bastone ,Throw
40687,potresti lanciare il bastone contro quella pianta nel vaso ,Throw
40688,potresti scagliare il bastone contro quella pianta nel vaso ,Throw
40689,potresti scaraventare il bastone contro quella pianta nel vaso ,Throw
40690,colpiresti quella pianta nel vaso ,Throw
40691,lanceresti il bastone contro quella pianta nel vaso ,Throw
40692,scaglieresti il bastone contro quella pianta nel vaso ,Throw
40693,scaraventeresti il bastone contro quella pianta nel vaso ,Throw
40694,colpisci la pianta nel vaso ,Throw
40695,colpisci la pianta nel vaso con il bastone ,Throw
40696,colpisci la pianta nel vaso usando il bastone ,Throw
40697,lancia il bastone contro la pianta nel vaso ,Throw
40698,scaglia il bastone contro la pianta nel vaso ,Throw
40699,scaraventa il bastone contro la pianta nel vaso ,Throw
40700,puoi colpire la pianta nel vaso ,Throw
40701,puoi colpire la pianta nel vaso con il bastone ,Throw
40702,puoi colpire la pianta nel vaso usando il bastone ,Throw
40703,puoi lanciare il bastone contro la pianta nel vaso ,Throw
40704,puoi scagliare il bastone contro la pianta nel vaso ,Throw
40705,puoi scaraventare il bastone contro la pianta nel vaso ,Throw
40706,potresti colpire la pianta nel vaso ,Throw
40707,potresti colpire la pianta nel vaso con il bastone ,Throw
40708,potresti colpire la pianta nel vaso usando il bastone ,Throw
40709,potresti lanciare il bastone contro la pianta nel vaso ,Throw
40710,potresti scagliare il bastone contro la pianta nel vaso ,Throw
40711,potresti scaraventare il bastone contro la pianta nel vaso ,Throw
40712,colpiresti la pianta nel vaso ,Throw
40713,lanceresti il bastone contro la pianta nel vaso ,Throw
40714,scaglieresti il bastone contro la pianta nel vaso ,Throw
40715,scaraventeresti il bastone contro la pianta nel vaso ,Throw
40716,colpisci questo osso ,Throw
40717,colpisci questo osso con il bastone ,Throw
40718,colpisci questo osso usando il bastone ,Throw
40719,lancia il bastone contro questo osso ,Throw
40720,scaglia il bastone contro questo osso ,Throw
40721,scaraventa il bastone contro questo osso ,Throw
40722,puoi colpire questo osso ,Throw
40723,puoi colpire questo osso con il bastone ,Throw
40724,puoi colpire questo osso usando il bastone ,Throw
40725,puoi lanciare il bastone contro questo osso ,Throw
40726,puoi scagliare il bastone contro questo osso ,Throw
40727,puoi scaraventare il bastone contro questo osso ,Throw
40728,potresti colpire questo osso ,Throw
40729,potresti colpire questo osso con il bastone ,Throw
40730,potresti colpire questo osso usando il bastone ,Throw
40731,potresti lanciare il bastone contro questo osso ,Throw
40732,potresti scagliare il bastone contro questo osso ,Throw
40733,potresti scaraventare il bastone contro questo osso ,Throw
40734,colpiresti questo osso ,Throw
40735,lanceresti il bastone contro questo osso ,Throw
40736,scaglieresti il bastone contro questo osso ,Throw
40737,scaraventeresti il bastone contro questo osso ,Throw
40738,colpisci quell osso ,Throw
40739,colpisci quell osso con il bastone ,Throw
40740,colpisci quell osso usando il bastone ,Throw
40741,lancia il bastone contro quell osso ,Throw
40742,scaglia il bastone contro quell osso ,Throw
40743,scaraventa il bastone contro quell osso ,Throw
40744,puoi colpire quell osso ,Throw
40745,puoi colpire quell osso con il bastone ,Throw
40746,puoi colpire quell osso usando il bastone ,Throw
40747,puoi lanciare il bastone contro quell osso ,Throw
40748,puoi scagliare il bastone contro quell osso ,Throw
40749,puoi scaraventare il bastone contro quell osso ,Throw
40750,potresti colpire quell osso ,Throw
40751,potresti colpire quell osso con il bastone ,Throw
40752,potresti colpire quell osso usando il bastone ,Throw
40753,potresti lanciare il bastone contro quell osso ,Throw
40754,potresti scagliare il bastone contro quell osso ,Throw
40755,potresti scaraventare il bastone contro quell osso ,Throw
40756,colpiresti quell osso ,Throw
40757,lanceresti il bastone contro quell osso ,Throw
40758,scaglieresti il bastone contro quell osso ,Throw
40759,scaraventeresti il bastone contro quell osso ,Throw
40760,colpisci l osso ,Throw
40761,colpisci l osso con il bastone ,Throw
40762,colpisci l osso usando il bastone ,Throw
40763,lancia il bastone contro l osso ,Throw
40764,scaglia il bastone contro l osso ,Throw
40765,scaraventa il bastone contro l osso ,Throw
40766,puoi colpire l osso ,Throw
40767,puoi colpire l osso con il bastone ,Throw
40768,puoi colpire l osso usando il bastone ,Throw
40769,puoi lanciare il bastone contro l osso ,Throw
40770,puoi scagliare il bastone contro l osso ,Throw
40771,puoi scaraventare il bastone contro l osso ,Throw
40772,potresti colpire l osso ,Throw
40773,potresti colpire l osso con il bastone ,Throw
40774,potresti colpire l osso usando il bastone ,Throw
40775,potresti lanciare il bastone contro l osso ,Throw
40776,potresti scagliare il bastone contro l osso ,Throw
40777,potresti scaraventare il bastone contro l osso ,Throw
40778,colpiresti l osso ,Throw
40779,lanceresti il bastone contro l osso ,Throw
40780,scaglieresti il bastone contro l osso ,Throw
40781,scaraventeresti il bastone contro l osso ,Throw
40782,colpisci questo gioco ,Throw
40783,colpisci questo gioco con il bastone ,Throw
40784,colpisci questo gioco usando il bastone ,Throw
40785,lancia il bastone contro questo gioco ,Throw
40786,scaglia il bastone contro questo gioco ,Throw
40787,scaraventa il bastone contro questo gioco ,Throw
40788,puoi colpire questo gioco ,Throw
40789,puoi colpire questo gioco con il bastone ,Throw
40790,puoi colpire questo gioco usando il bastone ,Throw
40791,puoi lanciare il bastone contro questo gioco ,Throw
40792,puoi scagliare il bastone contro questo gioco ,Throw
40793,puoi scaraventare il bastone contro questo gioco ,Throw
40794,potresti colpire questo gioco ,Throw
40795,potresti colpire questo gioco con il bastone ,Throw
40796,potresti colpire questo gioco usando il bastone ,Throw
40797,potresti lanciare il bastone contro questo gioco ,Throw
40798,potresti scagliare il bastone contro questo gioco ,Throw
40799,potresti scaraventare il bastone contro questo gioco ,Throw
40800,colpiresti questo gioco ,Throw
40801,lanceresti il bastone contro questo gioco ,Throw
40802,scaglieresti il bastone contro questo gioco ,Throw
40803,scaraventeresti il bastone contro questo gioco ,Throw
40804,colpisci quel gioco ,Throw
40805,colpisci quel gioco con il bastone ,Throw
40806,colpisci quel gioco usando il bastone ,Throw
40807,lancia il bastone contro quel gioco ,Throw
40808,scaglia il bastone contro quel gioco ,Throw
40809,scaraventa il bastone contro quel gioco ,Throw
40810,puoi colpire quel gioco ,Throw
40811,puoi colpire quel gioco con il bastone ,Throw
40812,puoi colpire quel gioco usando il bastone ,Throw
40813,puoi lanciare il bastone contro quel gioco ,Throw
40814,puoi scagliare il bastone contro quel gioco ,Throw
40815,puoi scaraventare il bastone contro quel gioco ,Throw
40816,potresti colpire quel gioco ,Throw
40817,potresti colpire quel gioco con il bastone ,Throw
40818,potresti colpire quel gioco usando il bastone ,Throw
40819,potresti lanciare il bastone contro quel gioco ,Throw
40820,potresti scagliare il bastone contro quel gioco ,Throw
40821,potresti scaraventare il bastone contro quel gioco ,Throw
40822,colpiresti quel gioco ,Throw
40823,lanceresti il bastone contro quel gioco ,Throw
40824,scaglieresti il bastone contro quel gioco ,Throw
40825,scaraventeresti il bastone contro quel gioco ,Throw
40826,colpisci il gioco ,Throw
40827,colpisci il gioco con il bastone ,Throw
40828,colpisci il gioco usando il bastone ,Throw
40829,lancia il bastone contro il gioco ,Throw
40830,scaglia il bastone contro il gioco ,Throw
40831,scaraventa il bastone contro il gioco ,Throw
40832,puoi colpire il gioco ,Throw
40833,puoi colpire il gioco con il bastone ,Throw
40834,puoi colpire il gioco usando il bastone ,Throw
40835,puoi lanciare il bastone contro il gioco ,Throw
40836,puoi scagliare il bastone contro il gioco ,Throw
40837,puoi scaraventare il bastone contro il gioco ,Throw
40838,potresti colpire il gioco ,Throw
40839,potresti colpire il gioco con il bastone ,Throw
40840,potresti colpire il gioco usando il bastone ,Throw
40841,potresti lanciare il bastone contro il gioco ,Throw
40842,potresti scagliare il bastone contro il gioco ,Throw
40843,potresti scaraventare il bastone contro il gioco ,Throw
40844,colpiresti il gioco ,Throw
40845,lanceresti il bastone contro il gioco ,Throw
40846,scaglieresti il bastone contro il gioco ,Throw
40847,scaraventeresti il bastone contro il gioco ,Throw
40848,colpisci questo giochino ,Throw
40849,colpisci questo giochino con il bastone ,Throw
40850,colpisci questo giochino usando il bastone ,Throw
40851,lancia il bastone contro questo giochino ,Throw
40852,scaglia il bastone contro questo giochino ,Throw
40853,scaraventa il bastone contro questo giochino ,Throw
40854,puoi colpire questo giochino ,Throw
40855,puoi colpire questo giochino con il bastone ,Throw
40856,puoi colpire questo giochino usando il bastone ,Throw
40857,puoi lanciare il bastone contro questo giochino ,Throw
40858,puoi scagliare il bastone contro questo giochino ,Throw
40859,puoi scaraventare il bastone contro questo giochino ,Throw
40860,potresti colpire questo giochino ,Throw
40861,potresti colpire questo giochino con il bastone ,Throw
40862,potresti colpire questo giochino usando il bastone ,Throw
40863,potresti lanciare il bastone contro questo giochino ,Throw
40864,potresti scagliare il bastone contro questo giochino ,Throw
40865,potresti scaraventare il bastone contro questo giochino ,Throw
40866,colpiresti questo giochino ,Throw
40867,lanceresti il bastone contro questo giochino ,Throw
40868,scaglieresti il bastone contro questo giochino ,Throw
40869,scaraventeresti il bastone contro questo giochino ,Throw
40870,colpisci quel giochino ,Throw
40871,colpisci quel giochino con il bastone ,Throw
40872,colpisci quel giochino usando il bastone ,Throw
40873,lancia il bastone contro quel giochino ,Throw
40874,scaglia il bastone contro quel giochino ,Throw
40875,scaraventa il bastone contro quel giochino ,Throw
40876,puoi colpire quel giochino ,Throw
40877,puoi colpire quel giochino con il bastone ,Throw
40878,puoi colpire quel giochino usando il bastone ,Throw
40879,puoi lanciare il bastone contro quel giochino ,Throw
40880,puoi scagliare il bastone contro quel giochino ,Throw
40881,puoi scaraventare il bastone contro quel giochino ,Throw
40882,potresti colpire quel giochino ,Throw
40883,potresti colpire quel giochino con il bastone ,Throw
40884,potresti colpire quel giochino usando il bastone ,Throw
40885,potresti lanciare il bastone contro quel giochino ,Throw
40886,potresti scagliare il bastone contro quel giochino ,Throw
40887,potresti scaraventare il bastone contro quel giochino ,Throw
40888,colpiresti quel giochino ,Throw
40889,lanceresti il bastone contro quel giochino ,Throw
40890,scaglieresti il bastone contro quel giochino ,Throw
40891,scaraventeresti il bastone contro quel giochino ,Throw
40892,colpisci il giochino ,Throw
40893,colpisci il giochino con il bastone ,Throw
40894,colpisci il giochino usando il bastone ,Throw
40895,lancia il bastone contro il giochino ,Throw
40896,scaglia il bastone contro il giochino ,Throw
40897,scaraventa il bastone contro il giochino ,Throw
40898,puoi colpire il giochino ,Throw
40899,puoi colpire il giochino con il bastone ,Throw
40900,puoi colpire il giochino usando il bastone ,Throw
40901,puoi lanciare il bastone contro il giochino ,Throw
40902,puoi scagliare il bastone contro il giochino ,Throw
40903,puoi scaraventare il bastone contro il giochino ,Throw
40904,potresti colpire il giochino ,Throw
40905,potresti colpire il giochino con il bastone ,Throw
40906,potresti colpire il giochino usando il bastone ,Throw
40907,potresti lanciare il bastone contro il giochino ,Throw
40908,potresti scagliare il bastone contro il giochino ,Throw
40909,potresti scaraventare il bastone contro il giochino ,Throw
40910,colpiresti il giochino ,Throw
40911,lanceresti il bastone contro il giochino ,Throw
40912,scaglieresti il bastone contro il giochino ,Throw
40913,scaraventeresti il bastone contro il giochino ,Throw
40914,colpisci questo giochetto ,Throw
40915,colpisci questo giochetto con il bastone ,Throw
40916,colpisci questo giochetto usando il bastone ,Throw
40917,lancia il bastone contro questo giochetto ,Throw
40918,scaglia il bastone contro questo giochetto ,Throw
40919,scaraventa il bastone contro questo giochetto ,Throw
40920,puoi colpire questo giochetto ,Throw
40921,puoi colpire questo giochetto con il bastone ,Throw
40922,puoi colpire questo giochetto usando il bastone ,Throw
40923,puoi lanciare il bastone contro questo giochetto ,Throw
40924,puoi scagliare il bastone contro questo giochetto ,Throw
40925,puoi scaraventare il bastone contro questo giochetto ,Throw
40926,potresti colpire questo giochetto ,Throw
40927,potresti colpire questo giochetto con il bastone ,Throw
40928,potresti colpire questo giochetto usando il bastone ,Throw
40929,potresti lanciare il bastone contro questo giochetto ,Throw
40930,potresti scagliare il bastone contro questo giochetto ,Throw
40931,potresti scaraventare il bastone contro questo giochetto ,Throw
40932,colpiresti questo giochetto ,Throw
40933,lanceresti il bastone contro questo giochetto ,Throw
40934,scaglieresti il bastone contro questo giochetto ,Throw
40935,scaraventeresti il bastone contro questo giochetto ,Throw
40936,colpisci quel giochetto ,Throw
40937,colpisci quel giochetto con il bastone ,Throw
40938,colpisci quel giochetto usando il bastone ,Throw
40939,lancia il bastone contro quel giochetto ,Throw
40940,scaglia il bastone contro quel giochetto ,Throw
40941,scaraventa il bastone contro quel giochetto ,Throw
40942,puoi colpire quel giochetto ,Throw
40943,puoi colpire quel giochetto con il bastone ,Throw
40944,puoi colpire quel giochetto usando il bastone ,Throw
40945,puoi lanciare il bastone contro quel giochetto ,Throw
40946,puoi scagliare il bastone contro quel giochetto ,Throw
40947,puoi scaraventare il bastone contro quel giochetto ,Throw
40948,potresti colpire quel giochetto ,Throw
40949,potresti colpire quel giochetto con il bastone ,Throw
40950,potresti colpire quel giochetto usando il bastone ,Throw
40951,potresti lanciare il bastone contro quel giochetto ,Throw
40952,potresti scagliare il bastone contro quel giochetto ,Throw
40953,potresti scaraventare il bastone contro quel giochetto ,Throw
40954,colpiresti quel giochetto ,Throw
40955,lanceresti il bastone contro quel giochetto ,Throw
40956,scaglieresti il bastone contro quel giochetto ,Throw
40957,scaraventeresti il bastone contro quel giochetto ,Throw
40958,colpisci il giochetto ,Throw
40959,colpisci il giochetto con il bastone ,Throw
40960,colpisci il giochetto usando il bastone ,Throw
40961,lancia il bastone contro il giochetto ,Throw
40962,scaglia il bastone contro il giochetto ,Throw
40963,scaraventa il bastone contro il giochetto ,Throw
40964,puoi colpire il giochetto ,Throw
40965,puoi colpire il giochetto con il bastone ,Throw
40966,puoi colpire il giochetto usando il bastone ,Throw
40967,puoi lanciare il bastone contro il giochetto ,Throw
40968,puoi scagliare il bastone contro il giochetto ,Throw
40969,puoi scaraventare il bastone contro il giochetto ,Throw
40970,potresti colpire il giochetto ,Throw
40971,potresti colpire il giochetto con il bastone ,Throw
40972,potresti colpire il giochetto usando il bastone ,Throw
40973,potresti lanciare il bastone contro il giochetto ,Throw
40974,potresti scagliare il bastone contro il giochetto ,Throw
40975,potresti scaraventare il bastone contro il giochetto ,Throw
40976,colpiresti il giochetto ,Throw
40977,lanceresti il bastone contro il giochetto ,Throw
40978,scaglieresti il bastone contro il giochetto ,Throw
40979,scaraventeresti il bastone contro il giochetto ,Throw
40980,colpisci questa cuccia ,Throw
40981,colpisci questa cuccia con il bastone ,Throw
40982,colpisci questa cuccia usando il bastone ,Throw
40983,lancia il bastone contro questa cuccia ,Throw
40984,scaglia il bastone contro questa cuccia ,Throw
40985,scaraventa il bastone contro questa cuccia ,Throw
40986,puoi colpire questa cuccia ,Throw
40987,puoi colpire questa cuccia con il bastone ,Throw
40988,puoi colpire questa cuccia usando il bastone ,Throw
40989,puoi lanciare il bastone contro questa cuccia ,Throw
40990,puoi scagliare il bastone contro questa cuccia ,Throw
40991,puoi scaraventare il bastone contro questa cuccia ,Throw
40992,potresti colpire questa cuccia ,Throw
40993,potresti colpire questa cuccia con il bastone ,Throw
40994,potresti colpire questa cuccia usando il bastone ,Throw
40995,potresti lanciare il bastone contro questa cuccia ,Throw
40996,potresti scagliare il bastone contro questa cuccia ,Throw
40997,potresti scaraventare il bastone contro questa cuccia ,Throw
40998,colpiresti questa cuccia ,Throw
40999,lanceresti il bastone contro questa cuccia ,Throw
41000,scaglieresti il bastone contro questa cuccia ,Throw
41001,scaraventeresti il bastone contro questa cuccia ,Throw
41002,colpisci quella cuccia ,Throw
41003,colpisci quella cuccia con il bastone ,Throw
41004,colpisci quella cuccia usando il bastone ,Throw
41005,lancia il bastone contro quella cuccia ,Throw
41006,scaglia il bastone contro quella cuccia ,Throw
41007,scaraventa il bastone contro quella cuccia ,Throw
41008,puoi colpire quella cuccia ,Throw
41009,puoi colpire quella cuccia con il bastone ,Throw
41010,puoi colpire quella cuccia usando il bastone ,Throw
41011,puoi lanciare il bastone contro quella cuccia ,Throw
41012,puoi scagliare il bastone contro quella cuccia ,Throw
41013,puoi scaraventare il bastone contro quella cuccia ,Throw
41014,potresti colpire quella cuccia ,Throw
41015,potresti colpire quella cuccia con il bastone ,Throw
41016,potresti colpire quella cuccia usando il bastone ,Throw
41017,potresti lanciare il bastone contro quella cuccia ,Throw
41018,potresti scagliare il bastone contro quella cuccia ,Throw
41019,potresti scaraventare il bastone contro quella cuccia ,Throw
41020,colpiresti quella cuccia ,Throw
41021,lanceresti il bastone contro quella cuccia ,Throw
41022,scaglieresti il bastone contro quella cuccia ,Throw
41023,scaraventeresti il bastone contro quella cuccia ,Throw
41024,colpisci la cuccia ,Throw
41025,colpisci la cuccia con il bastone ,Throw
41026,colpisci la cuccia usando il bastone ,Throw
41027,lancia il bastone contro la cuccia ,Throw
41028,scaglia il bastone contro la cuccia ,Throw
41029,scaraventa il bastone contro la cuccia ,Throw
41030,puoi colpire la cuccia ,Throw
41031,puoi colpire la cuccia con il bastone ,Throw
41032,puoi colpire la cuccia usando il bastone ,Throw
41033,puoi lanciare il bastone contro la cuccia ,Throw
41034,puoi scagliare il bastone contro la cuccia ,Throw
41035,puoi scaraventare il bastone contro la cuccia ,Throw
41036,potresti colpire la cuccia ,Throw
41037,potresti colpire la cuccia con il bastone ,Throw
41038,potresti colpire la cuccia usando il bastone ,Throw
41039,potresti lanciare il bastone contro la cuccia ,Throw
41040,potresti scagliare il bastone contro la cuccia ,Throw
41041,potresti scaraventare il bastone contro la cuccia ,Throw
41042,colpiresti la cuccia ,Throw
41043,lanceresti il bastone contro la cuccia ,Throw
41044,scaglieresti il bastone contro la cuccia ,Throw
41045,scaraventeresti il bastone contro la cuccia ,Throw
41046,colpisci questa casetta ,Throw
41047,colpisci questa casetta con il bastone ,Throw
41048,colpisci questa casetta usando il bastone ,Throw
41049,lancia il bastone contro questa casetta ,Throw
41050,scaglia il bastone contro questa casetta ,Throw
41051,scaraventa il bastone contro questa casetta ,Throw
41052,puoi colpire questa casetta ,Throw
41053,puoi colpire questa casetta con il bastone ,Throw
41054,puoi colpire questa casetta usando il bastone ,Throw
41055,puoi lanciare il bastone contro questa casetta ,Throw
41056,puoi scagliare il bastone contro questa casetta ,Throw
41057,puoi scaraventare il bastone contro questa casetta ,Throw
41058,potresti colpire questa casetta ,Throw
41059,potresti colpire questa casetta con il bastone ,Throw
41060,potresti colpire questa casetta usando il bastone ,Throw
41061,potresti lanciare il bastone contro questa casetta ,Throw
41062,potresti scagliare il bastone contro questa casetta ,Throw
41063,potresti scaraventare il bastone contro questa casetta ,Throw
41064,colpiresti questa casetta ,Throw
41065,lanceresti il bastone contro questa casetta ,Throw
41066,scaglieresti il bastone contro questa casetta ,Throw
41067,scaraventeresti il bastone contro questa casetta ,Throw
41068,colpisci quella casetta ,Throw
41069,colpisci quella casetta con il bastone ,Throw
41070,colpisci quella casetta usando il bastone ,Throw
41071,lancia il bastone contro quella casetta ,Throw
41072,scaglia il bastone contro quella casetta ,Throw
41073,scaraventa il bastone contro quella casetta ,Throw
41074,puoi colpire quella casetta ,Throw
41075,puoi colpire quella casetta con il bastone ,Throw
41076,puoi colpire quella casetta usando il bastone ,Throw
41077,puoi lanciare il bastone contro quella casetta ,Throw
41078,puoi scagliare il bastone contro quella casetta ,Throw
41079,puoi scaraventare il bastone contro quella casetta ,Throw
41080,potresti colpire quella casetta ,Throw
41081,potresti colpire quella casetta con il bastone ,Throw
41082,potresti colpire quella casetta usando il bastone ,Throw
41083,potresti lanciare il bastone contro quella casetta ,Throw
41084,potresti scagliare il bastone contro quella casetta ,Throw
41085,potresti scaraventare il bastone contro quella casetta ,Throw
41086,colpiresti quella casetta ,Throw
41087,lanceresti il bastone contro quella casetta ,Throw
41088,scaglieresti il bastone contro quella casetta ,Throw
41089,scaraventeresti il bastone contro quella casetta ,Throw
41090,colpisci la casetta ,Throw
41091,colpisci la casetta con il bastone ,Throw
41092,colpisci la casetta usando il bastone ,Throw
41093,lancia il bastone contro la casetta ,Throw
41094,scaglia il bastone contro la casetta ,Throw
41095,scaraventa il bastone contro la casetta ,Throw
41096,puoi colpire la casetta ,Throw
41097,puoi colpire la casetta con il bastone ,Throw
41098,puoi colpire la casetta usando il bastone ,Throw
41099,puoi lanciare il bastone contro la casetta ,Throw
41100,puoi scagliare il bastone contro la casetta ,Throw
41101,puoi scaraventare il bastone contro la casetta ,Throw
41102,potresti colpire la casetta ,Throw
41103,potresti colpire la casetta con il bastone ,Throw
41104,potresti colpire la casetta usando il bastone ,Throw
41105,potresti lanciare il bastone contro la casetta ,Throw
41106,potresti scagliare il bastone contro la casetta ,Throw
41107,potresti scaraventare il bastone contro la casetta ,Throw
41108,colpiresti la casetta ,Throw
41109,lanceresti il bastone contro la casetta ,Throw
41110,scaglieresti il bastone contro la casetta ,Throw
41111,scaraventeresti il bastone contro la casetta ,Throw
41112,colpisci questo cespuglio ,Throw
41113,colpisci questo cespuglio con questa bacchetta ,Throw
41114,colpisci questo cespuglio usando questa bacchetta ,Throw
41115,lancia questa bacchetta contro questo cespuglio ,Throw
41116,scaglia questa bacchetta contro questo cespuglio ,Throw
41117,scaraventa questa bacchetta contro questo cespuglio ,Throw
41118,puoi colpire questo cespuglio ,Throw
41119,puoi colpire questo cespuglio con questa bacchetta ,Throw
41120,puoi colpire questo cespuglio usando questa bacchetta ,Throw
41121,puoi lanciare questa bacchetta contro questo cespuglio ,Throw
41122,puoi scagliare questa bacchetta contro questo cespuglio ,Throw
41123,puoi scaraventare questa bacchetta contro questo cespuglio ,Throw
41124,potresti colpire questo cespuglio ,Throw
41125,potresti colpire questo cespuglio con questa bacchetta ,Throw
41126,potresti colpire questo cespuglio usando questa bacchetta ,Throw
41127,potresti lanciare questa bacchetta contro questo cespuglio ,Throw
41128,potresti scagliare questa bacchetta contro questo cespuglio ,Throw
41129,potresti scaraventare questa bacchetta contro questo cespuglio ,Throw
41130,colpiresti questo cespuglio ,Throw
41131,lanceresti questa bacchetta contro questo cespuglio ,Throw
41132,scaglieresti questa bacchetta contro questo cespuglio ,Throw
41133,scaraventeresti questa bacchetta contro questo cespuglio ,Throw
41134,colpisci quel cespuglio ,Throw
41135,colpisci quel cespuglio con questa bacchetta ,Throw
