,text,intent
3057,rilasceresti questo pallone ,Leave
3058,puoi rilasciare questo pallone ,Leave
3059,potresti rilasciare questo pallone ,Leave
3060,lascia quel pallone ,Leave
3061,lasceresti quel pallone ,Leave
3062,puoi lasciare quel pallone ,Leave
3063,potresti lasciare quel pallone ,Leave
3064,molla quel pallone ,Leave
3065,molleresti quel pallone ,Leave
3066,puoi mollare quel pallone ,Leave
3067,potresti mollare quel pallone ,Leave
3068,getta quel pallone ,Leave
3069,butta quel pallone ,Leave
3070,getteresti quel pallone ,Leave
3071,butteresti quel pallone ,Leave
3072,puoi gettare quel pallone ,Leave
3073,potresti gettare quel pallone ,Leave
3074,rilascia quel pallone ,Leave
3075,rilasceresti quel pallone ,Leave
3076,puoi rilasciare quel pallone ,Leave
3077,potresti rilasciare quel pallone ,Leave
3078,lascia il pallone ,Leave
3079,lasceresti il pallone ,Leave
3080,puoi lasciare il pallone ,Leave
3081,potresti lasciare il pallone ,Leave
3082,molla il pallone ,Leave
3083,molleresti il pallone ,Leave
3084,puoi mollare il pallone ,Leave
3085,potresti mollare il pallone ,Leave
3086,getta il pallone ,Leave
3087,butta il pallone ,Leave
3088,getteresti il pallone ,Leave
3089,butteresti il pallone ,Leave
3090,puoi gettare il pallone ,Leave
3091,potresti gettare il pallone ,Leave
3092,rilascia il pallone ,Leave
3093,rilasceresti il pallone ,Leave
3094,puoi rilasciare il pallone ,Leave
3095,potresti rilasciare il pallone ,Leave
3096,lascia questa chiave ,Leave
3097,lasceresti questa chiave ,Leave
3098,puoi lasciare questa chiave ,Leave
3099,potresti lasciare questa chiave ,Leave
3100,molla questa chiave ,Leave
3101,molleresti questa chiave ,Leave
3102,puoi mollare questa chiave ,Leave
3103,potresti mollare questa chiave ,Leave
3104,getta questa chiave ,Leave
3105,butta questa chiave ,Leave
3106,getteresti questa chiave ,Leave
3107,butteresti questa chiave ,Leave
3108,puoi gettare questa chiave ,Leave
3109,potresti gettare questa chiave ,Leave
3110,rilascia questa chiave ,Leave
3111,rilasceresti questa chiave ,Leave
3112,puoi rilasciare questa chiave ,Leave
3113,potresti rilasciare questa chiave ,Leave
3114,lascia quella chiave ,Leave
3115,lasceresti quella chiave ,Leave
3116,puoi lasciare quella chiave ,Leave
3117,potresti lasciare quella chiave ,Leave
3118,molla quella chiave ,Leave
3119,molleresti quella chiave ,Leave
3120,puoi mollare quella chiave ,Leave
3121,potresti mollare quella chiave ,Leave
3122,getta quella chiave ,Leave
3123,butta quella chiave ,Leave
3124,getteresti quella chiave ,Leave
3125,butteresti quella chiave ,Leave
3126,puoi gettare quella chiave ,Leave
3127,potresti gettare quella chiave ,Leave
3128,rilascia quella chiave ,Leave
3129,rilasceresti quella chiave ,Leave
3130,puoi rilasciare quella chiave ,Leave
3131,potresti rilasciare quella chiave ,Leave
3132,lascia la chiave ,Leave
3133,lasceresti la chiave ,Leave
3134,puoi lasciare la chiave ,Leave
3135,potresti lasciare la chiave ,Leave
3136,molla la chiave ,Leave
3137,molleresti la chiave ,Leave
3138,puoi mollare la chiave ,Leave
3139,potresti mollare la chiave ,Leave
3140,getta la chiave ,Leave
3141,butta la chiave ,Leave
3142,getteresti la chiave ,Leave
3143,butteresti la chiave ,Leave
3144,puoi gettare la chiave ,Leave
3145,potresti gettare la chiave ,Leave
3146,rilascia la chiave ,Leave
3147,rilasceresti la chiave ,Leave
3148,puoi rilasciare la chiave ,Leave
3149,potresti rilasciare la chiave ,Leave
3150,lascia queste chiavi ,Leave
3151,lasceresti queste chiavi ,Leave
3152,puoi lasciare queste chiavi ,Leave
3153,potresti lasciare queste chiavi ,Leave
3154,molla queste chiavi ,Leave
3155,molleresti queste chiavi ,Leave
3156,puoi mollare queste chiavi ,Leave
3157,potresti mollare queste chiavi ,Leave
3158,getta queste chiavi ,Leave
3159,butta queste chiavi ,Leave
3160,getteresti queste chiavi ,Leave
3161,butteresti queste chiavi ,Leave
3162,puoi gettare queste chiavi ,Leave
3163,potresti gettare queste chiavi ,Leave
3164,rilascia queste chiavi ,Leave
3165,rilasceresti queste chiavi ,Leave
3166,puoi rilasciare queste chiavi ,Leave
3167,potresti rilasciare queste chiavi ,Leave
3168,lascia quelle chiavi ,Leave
3169,lasceresti quelle chiavi ,Leave
3170,puoi lasciare quelle chiavi ,Leave
3171,potresti lasciare quelle chiavi ,Leave
3172,molla quelle chiavi ,Leave
3173,molleresti quelle chiavi ,Leave
3174,puoi mollare quelle chiavi ,Leave
3175,potresti mollare quelle chiavi ,Leave
3176,getta quelle chiavi ,Leave
3177,butta quelle chiavi ,Leave
3178,getteresti quelle chiavi ,Leave
3179,butteresti quelle chiavi ,Leave
3180,puoi gettare quelle chiavi ,Leave
3181,potresti gettare quelle chiavi ,Leave
3182,rilascia quelle chiavi ,Leave
3183,rilasceresti quelle chiavi ,Leave
3184,puoi rilasciare quelle chiavi ,Leave
3185,potresti rilasciare quelle chiavi ,Leave
3186,lascia le chiavi ,Leave
3187,lasceresti le chiavi ,Leave
3188,puoi lasciare le chiavi ,Leave
3189,potresti lasciare le chiavi ,Leave
3190,molla le chiavi ,Leave
3191,molleresti le chiavi ,Leave
3192,puoi mollare le chiavi ,Leave
3193,potresti mollare le chiavi ,Leave
3194,getta le chiavi ,Leave
3195,butta le chiavi ,Leave
3196,getteresti le chiavi ,Leave
3197,butteresti le chiavi ,Leave
3198,puoi gettare le chiavi ,Leave
3199,potresti gettare le chiavi ,Leave
3200,rilascia le chiavi ,Leave
3201,rilasceresti le chiavi ,Leave
3202,puoi rilasciare le chiavi ,Leave
3203,potresti rilasciare le chiavi ,Leave
3204,lascia questo ramo ,Leave
3205,lasceresti questo ramo ,Leave
3206,puoi lasciare questo ramo ,Leave
3207,potresti lasciare questo ramo ,Leave
3208,molla questo ramo ,Leave
3209,molleresti questo ramo ,Leave
3210,puoi mollare questo ramo ,Leave
3211,potresti mollare questo ramo ,Leave
3212,getta questo ramo ,Leave
3213,butta questo ramo ,Leave
3214,getteresti questo ramo ,Leave
3215,butteresti questo ramo ,Leave
3216,puoi gettare questo ramo ,Leave
3217,potresti gettare questo ramo ,Leave
3218,rilascia questo ramo ,Leave
3219,rilasceresti questo ramo ,Leave
3220,puoi rilasciare questo ramo ,Leave
3221,potresti rilasciare questo ramo ,Leave
3222,lascia quel ramo ,Leave
3223,lasceresti quel ramo ,Leave
3224,puoi lasciare quel ramo ,Leave
3225,potresti lasciare quel ramo ,Leave
3226,molla quel ramo ,Leave
3227,molleresti quel ramo ,Leave
3228,puoi mollare quel ramo ,Leave
3229,potresti mollare quel ramo ,Leave
3230,getta quel ramo ,Leave
3231,butta quel ramo ,Leave
3232,getteresti quel ramo ,Leave
3233,butteresti quel ramo ,Leave
3234,puoi gettare quel ramo ,Leave
3235,potresti gettare quel ramo ,Leave
3236,rilascia quel ramo ,Leave
3237,rilasceresti quel ramo ,Leave
3238,puoi rilasciare quel ramo ,Leave
3239,potresti rilasciare quel ramo ,Leave
3240,lascia il ramo ,Leave
3241,lasceresti il ramo ,Leave
3242,puoi lasciare il ramo ,Leave
3243,potresti lasciare il ramo ,Leave
3244,molla il ramo ,Leave
3245,molleresti il ramo ,Leave
3246,puoi mollare il ramo ,Leave
3247,potresti mollare il ramo ,Leave
3248,getta il ramo ,Leave
3249,butta il ramo ,Leave
3250,getteresti il ramo ,Leave
3251,butteresti il ramo ,Leave
3252,puoi gettare il ramo ,Leave
3253,potresti gettare il ramo ,Leave
3254,rilascia il ramo ,Leave
3255,rilasceresti il ramo ,Leave
3256,puoi rilasciare il ramo ,Leave
3257,potresti rilasciare il ramo ,Leave
3258,lascia questo ramoscello ,Leave
3259,lasceresti questo ramoscello ,Leave
3260,puoi lasciare questo ramoscello ,Leave
3261,potresti lasciare questo ramoscello ,Leave
3262,molla questo ramoscello ,Leave
3263,molleresti questo ramoscello ,Leave
3264,puoi mollare questo ramoscello ,Leave
3265,potresti mollare questo ramoscello ,Leave
3266,getta questo ramoscello ,Leave
3267,butta questo ramoscello ,Leave
3268,getteresti questo ramoscello ,Leave
3269,butteresti questo ramoscello ,Leave
3270,puoi gettare questo ramoscello ,Leave
3271,potresti gettare questo ramoscello ,Leave
3272,rilascia questo ramoscello ,Leave
3273,rilasceresti questo ramoscello ,Leave
3274,puoi rilasciare questo ramoscello ,Leave
3275,potresti rilasciare questo ramoscello ,Leave
3276,lascia quel ramoscello ,Leave
3277,lasceresti quel ramoscello ,Leave
3278,puoi lasciare quel ramoscello ,Leave
3279,potresti lasciare quel ramoscello ,Leave
3280,molla quel ramoscello ,Leave
3281,molleresti quel ramoscello ,Leave
3282,puoi mollare quel ramoscello ,Leave
3283,potresti mollare quel ramoscello ,Leave
3284,getta quel ramoscello ,Leave
3285,butta quel ramoscello ,Leave
3286,getteresti quel ramoscello ,Leave
3287,butteresti quel ramoscello ,Leave
3288,puoi gettare quel ramoscello ,Leave
3289,potresti gettare quel ramoscello ,Leave
3290,rilascia quel ramoscello ,Leave
3291,rilasceresti quel ramoscello ,Leave
3292,puoi rilasciare quel ramoscello ,Leave
3293,potresti rilasciare quel ramoscello ,Leave
3294,lascia il ramoscello ,Leave
3295,lasceresti il ramoscello ,Leave
3296,puoi lasciare il ramoscello ,Leave
3297,potresti lasciare il ramoscello ,Leave
3298,molla il ramoscello ,Leave
3299,molleresti il ramoscello ,Leave
3300,puoi mollare il ramoscello ,Leave
3301,potresti mollare il ramoscello ,Leave
3302,getta il ramoscello ,Leave
3303,butta il ramoscello ,Leave
3304,getteresti il ramoscello ,Leave
3305,butteresti il ramoscello ,Leave
3306,puoi gettare il ramoscello ,Leave
3307,potresti gettare il ramoscello ,Leave
3308,rilascia il ramoscello ,Leave
3309,rilasceresti il ramoscello ,Leave
3310,puoi rilasciare il ramoscello ,Leave
3311,potresti rilasciare il ramoscello ,Leave
3312,lascia questo rametto ,Leave
3313,lasceresti questo rametto ,Leave
3314,puoi lasciare questo rametto ,Leave
3315,potresti lasciare questo rametto ,Leave
3316,molla questo rametto ,Leave
3317,molleresti questo rametto ,Leave
3318,puoi mollare questo rametto ,Leave
3319,potresti mollare questo rametto ,Leave
3320,getta questo rametto ,Leave
3321,butta questo rametto ,Leave
3322,getteresti questo rametto ,Leave
3323,butteresti questo rametto ,Leave
3324,puoi gettare questo rametto ,Leave
3325,potresti gettare questo rametto ,Leave
3326,rilascia questo rametto ,Leave
3327,rilasceresti questo rametto ,Leave
3328,puoi rilasciare questo rametto ,Leave
3329,potresti rilasciare questo rametto ,Leave
3330,lascia quel rametto ,Leave
3331,lasceresti quel rametto ,Leave
3332,puoi lasciare quel rametto ,Leave
3333,potresti lasciare quel rametto ,Leave
3334,molla quel rametto ,Leave
3335,molleresti quel rametto ,Leave
3336,puoi mollare quel rametto ,Leave
3337,potresti mollare quel rametto ,Leave
3338,getta quel rametto ,Leave
3339,butta quel rametto ,Leave
3340,getteresti quel rametto ,Leave
3341,butteresti quel rametto ,Leave
3342,puoi gettare quel rametto ,Leave
3343,potresti gettare quel rametto ,Leave
3344,rilascia quel rametto ,Leave
3345,rilasceresti quel rametto ,Leave
3346,puoi rilasciare quel rametto ,Leave
3347,potresti rilasciare quel rametto ,Leave
3348,lascia il rametto ,Leave
3349,lasceresti il rametto ,Leave
3350,puoi lasciare il rametto ,Leave
3351,potresti lasciare il rametto ,Leave
3352,molla il rametto ,Leave
3353,molleresti il rametto ,Leave
3354,puoi mollare il rametto ,Leave
3355,potresti mollare il rametto ,Leave
3356,getta il rametto ,Leave
3357,butta il rametto ,Leave
3358,getteresti il rametto ,Leave
3359,butteresti il rametto ,Leave
3360,puoi gettare il rametto ,Leave
3361,potresti gettare il rametto ,Leave
3362,rilascia il rametto ,Leave
3363,rilasceresti il rametto ,Leave
3364,puoi rilasciare il rametto ,Leave
3365,potresti rilasciare il rametto ,Leave
3366,lascia questo bastone ,Leave
3367,lasceresti questo bastone ,Leave
3368,puoi lasciare questo bastone ,Leave
3369,potresti lasciare questo bastone ,Leave
3370,molla questo bastone ,Leave
3371,molleresti questo bastone ,Leave
3372,puoi mollare questo bastone ,Leave
3373,potresti mollare questo bastone ,Leave
3374,getta questo bastone ,Leave
3375,butta questo bastone ,Leave
3376,getteresti questo bastone ,Leave
3377,butteresti questo bastone ,Leave
3378,puoi gettare questo bastone ,Leave
3379,potresti gettare questo bastone ,Leave
3380,rilascia questo bastone ,Leave
3381,rilasceresti questo bastone ,Leave
3382,puoi rilasciare questo bastone ,Leave
3383,potresti rilasciare questo bastone ,Leave
3384,lascia quel bastone ,Leave
3385,lasceresti quel bastone ,Leave
3386,puoi lasciare quel bastone ,Leave
3387,potresti lasciare quel bastone ,Leave
3388,molla quel bastone ,Leave
3389,molleresti quel bastone ,Leave
3390,puoi mollare quel bastone ,Leave
3391,potresti mollare quel bastone ,Leave
3392,getta quel bastone ,Leave
3393,butta quel bastone ,Leave
3394,getteresti quel bastone ,Leave
3395,butteresti quel bastone ,Leave
3396,puoi gettare quel bastone ,Leave
3397,potresti gettare quel bastone ,Leave
3398,rilascia quel bastone ,Leave
3399,rilasceresti quel bastone ,Leave
3400,puoi rilasciare quel bastone ,Leave
3401,potresti rilasciare quel bastone ,Leave
3402,lascia il bastone ,Leave
3403,lasceresti il bastone ,Leave
3404,puoi lasciare il bastone ,Leave
3405,potresti lasciare il bastone ,Leave
3406,molla il bastone ,Leave
3407,molleresti il bastone ,Leave
3408,puoi mollare il bastone ,Leave
3409,potresti mollare il bastone ,Leave
3410,getta il bastone ,Leave
3411,butta il bastone ,Leave
3412,getteresti il bastone ,Leave
3413,butteresti il bastone ,Leave
3414,puoi gettare il bastone ,Leave
3415,potresti gettare il bastone ,Leave
3416,rilascia il bastone ,Leave
3417,rilasceresti il bastone ,Leave
3418,puoi rilasciare il bastone ,Leave
3419,potresti rilasciare il bastone ,Leave
3420,lascia questa bacchetta ,Leave
3421,lasceresti questa bacchetta ,Leave
3422,puoi lasciare questa bacchetta ,Leave
3423,potresti lasciare questa bacchetta ,Leave
3424,molla questa bacchetta ,Leave
3425,molleresti questa bacchetta ,Leave
3426,puoi mollare questa bacchetta ,Leave
3427,potresti mollare questa bacchetta ,Leave
3428,getta questa bacchetta ,Leave
3429,butta questa bacchetta ,Leave
3430,getteresti questa bacchetta ,Leave
3431,butteresti questa bacchetta ,Leave
3432,puoi gettare questa bacchetta ,Leave
3433,potresti gettare questa bacchetta ,Leave
3434,rilascia questa bacchetta ,Leave
3690,colpisci questo cespuglio ,Throw
3691,colpisci questo cespuglio con questa palla ,Throw
3692,colpisci questo cespuglio usando questa palla ,Throw
3693,lancia questa palla contro questo cespuglio ,Throw
3694,scaglia questa palla contro questo cespuglio ,Throw
3695,scaraventa questa palla contro questo cespuglio ,Throw
3696,puoi colpire questo cespuglio ,Throw
3697,puoi colpire questo cespuglio con questa palla ,Throw
3698,puoi colpire questo cespuglio usando questa palla ,Throw
3699,puoi lanciare questa palla contro questo cespuglio ,Throw
3700,puoi scagliare questa palla contro questo cespuglio ,Throw
3701,puoi scaraventare questa palla contro questo cespuglio ,Throw
3702,potresti colpire questo cespuglio ,Throw
3703,potresti colpire questo cespuglio con questa palla ,Throw
3704,potresti colpire questo cespuglio usando questa palla ,Throw
3705,potresti lanciare questa palla contro questo cespuglio ,Throw
3706,potresti scagliare questa palla contro questo cespuglio ,Throw
3707,potresti scaraventare questa palla contro questo cespuglio ,Throw
3708,colpiresti questo cespuglio ,Throw
3709,lanceresti questa palla contro questo cespuglio ,Throw
3710,scaglieresti questa palla contro questo cespuglio ,Throw
3711,scaraventeresti questa palla contro questo cespuglio ,Throw
3712,colpisci quel cespuglio ,Throw
3713,colpisci quel cespuglio con questa palla ,Throw
3714,colpisci quel cespuglio usando questa palla ,Throw
3715,lancia questa palla contro quel cespuglio ,Throw
3716,scaglia questa palla contro quel cespuglio ,Throw
3717,scaraventa questa palla contro quel cespuglio ,Throw
3718,puoi colpire quel cespuglio ,Throw
3719,puoi colpire quel cespuglio con questa palla ,Throw
3720,puoi colpire quel cespuglio usando questa palla ,Throw
3721,puoi lanciare questa palla contro quel cespuglio ,Throw
3722,puoi scagliare questa palla contro quel cespuglio ,Throw
3723,puoi scaraventare questa palla contro quel cespuglio ,Throw
3724,potresti colpire quel cespuglio ,Throw
3725,potresti colpire quel cespuglio con questa palla ,Throw
3726,potresti colpire quel cespuglio usando questa palla ,Throw
3727,potresti lanciare questa palla contro quel cespuglio ,Throw
3728,potresti scagliare questa palla contro quel cespuglio ,Throw
3729,potresti scaraventare questa palla contro quel cespuglio ,Throw
3730,colpiresti quel cespuglio ,Throw
3731,lanceresti questa palla contro quel cespuglio ,Throw
3732,scaglieresti questa palla contro quel cespuglio ,Throw
3733,scaraventeresti questa palla contro quel cespuglio ,Throw
3734,colpisci il cespuglio ,Throw
3735,colpisci il cespuglio con questa palla ,Throw
3736,colpisci il cespuglio usando questa palla ,Throw
3737,lancia questa palla contro il cespuglio ,Throw
3738,scaglia questa palla contro il cespuglio ,Throw
3739,scaraventa questa palla contro il cespuglio ,Throw
3740,puoi colpire il cespuglio ,Throw
3741,puoi colpire il cespuglio con questa palla ,Throw
3742,puoi colpire il cespuglio usando questa palla ,Throw
3743,puoi lanciare questa palla contro il cespuglio ,Throw
3744,puoi scagliare questa palla contro il cespuglio ,Throw
3745,puoi scaraventare questa palla contro il cespuglio ,Throw
3746,potresti colpire il cespuglio ,Throw
3747,potresti colpire il cespuglio con questa palla ,Throw
3748,potresti colpire il cespuglio usando questa palla ,Throw
3749,potresti lanciare questa palla contro il cespuglio ,Throw
3750,potresti scagliare questa palla contro il cespuglio ,Throw
3751,potresti scaraventare questa palla contro il cespuglio ,Throw
3752,colpiresti il cespuglio ,Throw
3753,lanceresti questa palla contro il cespuglio ,Throw
3754,scaglieresti questa palla contro il cespuglio ,Throw
3755,scaraventeresti questa palla contro il cespuglio ,Throw
3756,colpisci questo cespo ,Throw
3757,colpisci questo cespo con questa palla ,Throw
3758,colpisci questo cespo usando questa palla ,Throw
3759,lancia questa palla contro questo cespo ,Throw
3760,scaglia questa palla contro questo cespo ,Throw
3761,scaraventa questa palla contro questo cespo ,Throw
3762,puoi colpire questo cespo ,Throw
3763,puoi colpire questo cespo con questa palla ,Throw
3764,puoi colpire questo cespo usando questa palla ,Throw
3765,puoi lanciare questa palla contro questo cespo ,Throw
3766,puoi scagliare questa palla contro questo cespo ,Throw
3767,puoi scaraventare questa palla contro questo cespo ,Throw
3768,potresti colpire questo cespo ,Throw
3769,potresti colpire questo cespo con questa palla ,Throw
3770,potresti colpire questo cespo usando questa palla ,Throw
3771,potresti lanciare questa palla contro questo cespo ,Throw
3772,potresti scagliare questa palla contro questo cespo ,Throw
3773,potresti scaraventare questa palla contro questo cespo ,Throw
3774,colpiresti questo cespo ,Throw
3775,lanceresti questa palla contro questo cespo ,Throw
3776,scaglieresti questa palla contro questo cespo ,Throw
3777,scaraventeresti questa palla contro questo cespo ,Throw
3778,colpisci quel cespo ,Throw
3779,colpisci quel cespo con questa palla ,Throw
3780,colpisci quel cespo usando questa palla ,Throw
3781,lancia questa palla contro quel cespo ,Throw
3782,scaglia questa palla contro quel cespo ,Throw
3783,scaraventa questa palla contro quel cespo ,Throw
3784,puoi colpire quel cespo ,Throw
3785,puoi colpire quel cespo con questa palla ,Throw
3786,puoi colpire quel cespo usando questa palla ,Throw
3787,puoi lanciare questa palla contro quel cespo ,Throw
3788,puoi scagliare questa palla contro quel cespo ,Throw
3789,puoi scaraventare questa palla contro quel cespo ,Throw
3790,potresti colpire quel cespo ,Throw
3791,potresti colpire quel cespo con questa palla ,Throw
3792,potresti colpire quel cespo usando questa palla ,Throw
3793,potresti lanciare questa palla contro quel cespo ,Throw
3794,potresti scagliare questa palla contro quel cespo ,Throw
3795,potresti scaraventare questa palla contro quel cespo ,Throw
3796,colpiresti quel cespo ,Throw
3797,lanceresti questa palla contro quel cespo ,Throw
3798,scaglieresti questa palla contro quel cespo ,Throw
3799,scaraventeresti questa palla contro quel cespo ,Throw
3800,colpisci il cespo ,Throw
3801,colpisci il cespo con questa palla ,Throw
3802,colpisci il cespo usando questa palla ,Throw
3803,lancia questa palla contro il cespo ,Throw
3804,scaglia questa palla contro il cespo ,Throw
3805,scaraventa questa palla contro il cespo ,Throw
3806,puoi colpire il cespo ,Throw
3807,puoi colpire il cespo con questa palla ,Throw
3808,puoi colpire il cespo usando questa palla ,Throw
3809,puoi lanciare questa palla contro il cespo ,Throw
3810,puoi scagliare questa palla contro il cespo ,Throw
3811,puoi scaraventare questa palla contro il cespo ,Throw
3812,potresti colpire il cespo ,Throw
3813,potresti colpire il cespo con questa palla ,Throw
3814,potresti colpire il cespo usando questa palla ,Throw
3815,potresti lanciare questa palla contro il cespo ,Throw
3816,potresti scagliare questa palla contro il cespo ,Throw
3817,potresti scaraventare questa palla contro il cespo ,Throw
3818,colpiresti il cespo ,Throw
3819,lanceresti questa palla contro il cespo ,Throw
3820,scaglieresti questa palla contro il cespo ,Throw
3821,scaraventeresti questa palla contro il cespo ,Throw
3822,colpisci questa palla ,Throw
3823,colpisci questa palla con questa palla ,Throw
3824,colpisci questa palla usando questa palla ,Throw
3825,lancia questa palla contro questa palla ,Throw
3826,scaglia questa palla contro questa palla ,Throw
3827,scaraventa questa palla contro questa palla ,Throw
3828,puoi colpire questa palla ,Throw
3829,puoi colpire questa palla con questa palla ,Throw
3830,puoi colpire questa palla usando questa palla ,Throw
3831,puoi lanciare questa palla contro questa palla ,Throw
3832,puoi scagliare questa palla contro questa palla ,Throw
3833,puoi scaraventare questa palla contro questa palla ,Throw
3834,potresti colpire questa palla ,Throw
3835,potresti colpire questa palla con questa palla ,Throw
3836,potresti colpire questa palla usando questa palla ,Throw
3837,potresti lanciare questa palla contro questa palla ,Throw
3838,potresti scagliare questa palla contro questa palla ,Throw
3839,potresti scaraventare questa palla contro questa palla ,Throw
3840,colpiresti questa palla ,Throw
3841,lanceresti questa palla contro questa palla ,Throw
3842,scaglieresti questa palla contro questa palla ,Throw
3843,scaraventeresti questa palla contro questa palla ,Throw
3844,colpisci quella palla ,Throw
3845,colpisci quella palla con questa palla ,Throw
3846,colpisci quella palla usando questa palla ,Throw
3847,lancia questa palla contro quella palla ,Throw
3848,scaglia questa palla contro quella palla ,Throw
3849,scaraventa questa palla contro quella palla ,Throw
3850,puoi colpire quella palla ,Throw
3851,puoi colpire quella palla con questa palla ,Throw
3852,puoi colpire quella palla usando questa palla ,Throw
3853,puoi lanciare questa palla contro quella palla ,Throw
3854,puoi scagliare questa palla contro quella palla ,Throw
3855,puoi scaraventare questa palla contro quella palla ,Throw
3856,potresti colpire quella palla ,Throw
3857,potresti colpire quella palla con questa palla ,Throw
3858,potresti colpire quella palla usando questa palla ,Throw
3859,potresti lanciare questa palla contro quella palla ,Throw
3860,potresti scagliare questa palla contro quella palla ,Throw
3861,potresti scaraventare questa palla contro quella palla ,Throw
3862,colpiresti quella palla ,Throw
3863,lanceresti questa palla contro quella palla ,Throw
3864,scaglieresti questa palla contro quella palla ,Throw
3865,scaraventeresti questa palla contro quella palla ,Throw
3866,colpisci la palla ,Throw
3867,colpisci la palla con questa palla ,Throw
3868,colpisci la palla usando questa palla ,Throw
3869,lancia questa palla contro la palla ,Throw
3870,scaglia questa palla contro la palla ,Throw
3871,scaraventa questa palla contro la palla ,Throw
3872,puoi colpire la palla ,Throw
3873,puoi colpire la palla con questa palla ,Throw
3874,puoi colpire la palla usando questa palla ,Throw
3875,puoi lanciare questa palla contro la palla ,Throw
3876,puoi scagliare questa palla contro la palla ,Throw
3877,puoi scaraventare questa palla contro la palla ,Throw
3878,potresti colpire la palla ,Throw
3879,potresti colpire la palla con questa palla ,Throw
3880,potresti colpire la palla usando questa palla ,Throw
3881,potresti lanciare questa palla contro la palla ,Throw
3882,potresti scagliare questa palla contro la palla ,Throw
3883,potresti scaraventare questa palla contro la palla ,Throw
3884,colpiresti la palla ,Throw
3885,lanceresti questa palla contro la palla ,Throw
3886,scaglieresti questa palla contro la palla ,Throw
3887,scaraventeresti questa palla contro la palla ,Throw
3888,colpisci questa sfera ,Throw
3889,colpisci questa sfera con questa palla ,Throw
3890,colpisci questa sfera usando questa palla ,Throw
3891,lancia questa palla contro questa sfera ,Throw
3892,scaglia questa palla contro questa sfera ,Throw
3893,scaraventa questa palla contro questa sfera ,Throw
3894,puoi colpire questa sfera ,Throw
3895,puoi colpire questa sfera con questa palla ,Throw
3896,puoi colpire questa sfera usando questa palla ,Throw
3897,puoi lanciare questa palla contro questa sfera ,Throw
3898,puoi scagliare questa palla contro questa sfera ,Throw
3899,puoi scaraventare questa palla contro questa sfera ,Throw
3900,potresti colpire questa sfera ,Throw
3901,potresti colpire questa sfera con questa palla ,Throw
3902,potresti colpire questa sfera usando questa palla ,Throw
3903,potresti lanciare questa palla contro questa sfera ,Throw
3904,potresti scagliare questa palla contro questa sfera ,Throw
3905,potresti scaraventare questa palla contro questa sfera ,Throw
3906,colpiresti questa sfera ,Throw
3907,lanceresti questa palla contro questa sfera ,Throw
3908,scaglieresti questa palla contro questa sfera ,Throw
3909,scaraventeresti questa palla contro questa sfera ,Throw
3910,colpisci quella sfera ,Throw
3911,colpisci quella sfera con questa palla ,Throw
3912,colpisci quella sfera usando questa palla ,Throw
3913,lancia questa palla contro quella sfera ,Throw
3914,scaglia questa palla contro quella sfera ,Throw
3915,scaraventa questa palla contro quella sfera ,Throw
3916,puoi colpire quella sfera ,Throw
3917,puoi colpire quella sfera con questa palla ,Throw
3918,puoi colpire quella sfera usando questa palla ,Throw
3919,puoi lanciare questa palla contro quella sfera ,Throw
3920,puoi scagliare questa palla contro quella sfera ,Throw
3921,puoi scaraventare questa palla contro quella sfera ,Throw
3922,potresti colpire quella sfera ,Throw
3923,potresti colpire quella sfera con questa palla ,Throw
3924,potresti colpire quella sfera usando questa palla ,Throw
3925,potresti lanciare questa palla contro quella sfera ,Throw
3926,potresti scagliare questa palla contro quella sfera ,Throw
3927,potresti scaraventare questa palla contro quella sfera ,Throw
3928,colpiresti quella sfera ,Throw
3929,lanceresti questa palla contro quella sfera ,Throw
3930,scaglieresti questa palla contro quella sfera ,Throw
3931,scaraventeresti questa palla contro quella sfera ,Throw
3932,colpisci la sfera ,Throw
3933,colpisci la sfera con questa palla ,Throw
3934,colpisci la sfera usando questa palla ,Throw
3935,lancia questa palla contro la sfera ,Throw
3936,scaglia questa palla contro la sfera ,Throw
3937,scaraventa questa palla contro la sfera ,Throw
3938,puoi colpire la sfera ,Throw
3939,puoi colpire la sfera con questa palla ,Throw
3940,puoi colpire la sfera usando questa palla ,Throw
3941,puoi lanciare questa palla contro la sfera ,Throw
3942,puoi scagliare questa palla contro la sfera ,Throw
3943,puoi scaraventare questa palla contro la sfera ,Throw
3944,potresti colpire la sfera ,Throw
3945,potresti colpire la sfera con questa palla ,Throw
3946,potresti colpire la sfera usando questa palla ,Throw
3947,potresti lanciare questa palla contro la sfera ,Throw
3948,potresti scagliare questa palla contro la sfera ,Throw
3949,potresti scaraventare questa palla contro la sfera ,Throw
3950,colpiresti la sfera ,Throw
3951,lanceresti questa palla contro la sfera ,Throw
3952,scaglieresti questa palla contro la sfera ,Throw
3953,scaraventeresti questa palla contro la sfera ,Throw
3954,colpisci questo pallone ,Throw
3955,colpisci questo pallone con questa palla ,Throw
3956,colpisci questo pallone usando questa palla ,Throw
3957,lancia questa palla contro questo pallone ,Throw
3958,scaglia questa palla contro questo pallone ,Throw
3959,scaraventa questa palla contro questo pallone ,Throw
3960,puoi colpire questo pallone ,Throw
3961,puoi colpire questo pallone con questa palla ,Throw
3962,puoi colpire questo pallone usando questa palla ,Throw
3963,puoi lanciare questa palla contro questo pallone ,Throw
3964,puoi scagliare questa palla contro questo pallone ,Throw
