,sentence_idx,word,tag
16205,3026,sfera,B-ToLeave
16206,3027,puoi,O
16207,3027,lasciare,O
16208,3027,la,O
16209,3027,sfera,B-ToLeave
16210,3028,potresti,O
16211,3028,lasciare,O
16212,3028,la,O
16213,3028,sfera,B-ToLeave
16214,3029,molla,O
16215,3029,la,O
16216,3029,sfera,B-ToLeave
16217,3030,molleresti,O
16218,3030,la,O
16219,3030,sfera,B-ToLeave
16220,3031,puoi,O
16221,3031,mollare,O
16222,3031,la,O
16223,3031,sfera,B-ToLeave
16224,3032,potresti,O
16225,3032,mollare,O
16226,3032,la,O
16227,3032,sfera,B-ToLeave
16228,3033,getta,O
16229,3033,la,O
16230,3033,sfera,B-ToLeave
16231,3034,butta,O
16232,3034,la,O
16233,3034,sfera,B-ToLeave
16234,3035,getteresti,O
16235,3035,la,O
16236,3035,sfera,B-ToLeave
16237,3036,butteresti,O
16238,3036,la,O
16239,3036,sfera,B-ToLeave
16240,3037,puoi,O
16241,3037,gettare,O
16242,3037,la,O
16243,3037,sfera,B-ToLeave
16244,3038,potresti,O
16245,3038,gettare,O
16246,3038,la,O
16247,3038,sfera,B-ToLeave
16248,3039,rilascia,O
16249,3039,la,O
16250,3039,sfera,B-ToLeave
16251,3040,rilasceresti,O
16252,3040,la,O
16253,3040,sfera,B-ToLeave
16254,3041,puoi,O
16255,3041,rilasciare,O
16256,3041,la,O
16257,3041,sfera,B-ToLeave
16258,3042,potresti,O
16259,3042,rilasciare,O
16260,3042,la,O
16261,3042,sfera,B-ToLeave
16262,3043,lascia,O
16263,3043,questo,O
16264,3043,pallone,B-ToLeave
16265,3044,lasceresti,O
16266,3044,questo,O
16267,3044,pallone,B-ToLeave
16268,3045,puoi,O
16269,3045,lasciare,O
16270,3045,questo,O
16271,3045,pallone,B-ToLeave
16272,3046,potresti,O
16273,3046,lasciare,O
16274,3046,questo,O
16275,3046,pallone,B-ToLeave
16276,3047,molla,O
16277,3047,questo,O
16278,3047,pallone,B-ToLeave
16279,3048,molleresti,O
16280,3048,questo,O
16281,3048,pallone,B-ToLeave
16282,3049,puoi,O
16283,3049,mollare,O
16284,3049,questo,O
16285,3049,pallone,B-ToLeave
16286,3050,potresti,O
16287,3050,mollare,O
16288,3050,questo,O
16289,3050,pallone,B-ToLeave
16290,3051,getta,O
16291,3051,questo,O
16292,3051,pallone,B-ToLeave
16293,3052,butta,O
16294,3052,questo,O
16295,3052,pallone,B-ToLeave
16296,3053,getteresti,O
16297,3053,questo,O
16298,3053,pallone,B-ToLeave
16299,3054,butteresti,O
16300,3054,questo,O
16301,3054,pallone,B-ToLeave
16302,3055,puoi,O
16303,3055,gettare,O
16304,3055,questo,O
16305,3055,pallone,B-ToLeave
16306,3056,potresti,O
16307,3056,gettare,O
16308,3056,questo,O
16309,3056,pallone,B-ToLeave
16310,3057,rilascia,O
16311,3057,questo,O
16312,3057,pallone,B-ToLeave
16313,3058,rilasceresti,O
16314,3058,questo,O
16315,3058,pallone,B-ToLeave
16316,3059,puoi,O
16317,3059,rilasciare,O
16318,3059,questo,O
16319,3059,pallone,B-ToLeave
16320,3060,potresti,O
16321,3060,rilasciare,O
16322,3060,questo,O
16323,3060,pallone,B-ToLeave
16324,3061,lascia,O
16325,3061,quel,O
16326,3061,pallone,B-ToLeave
16327,3062,lasceresti,O
16328,3062,quel,O
16329,3062,pallone,B-ToLeave
16330,3063,puoi,O
16331,3063,lasciare,O
16332,3063,quel,O
16333,3063,pallone,B-ToLeave
16334,3064,potresti,O
16335,3064,lasciare,O
16336,3064,quel,O
16337,3064,pallone,B-ToLeave
16338,3065,molla,O
16339,3065,quel,O
16340,3065,pallone,B-ToLeave
16341,3066,molleresti,O
16342,3066,quel,O
16343,3066,pallone,B-ToLeave
16344,3067,puoi,O
16345,3067,mollare,O
16346,3067,quel,O
16347,3067,pallone,B-ToLeave
16348,3068,potresti,O
16349,3068,mollare,O
16350,3068,quel,O
16351,3068,pallone,B-ToLeave
16352,3069,getta,O
16353,3069,quel,O
16354,3069,pallone,B-ToLeave
16355,3070,butta,O
16356,3070,quel,O
16357,3070,pallone,B-ToLeave
16358,3071,getteresti,O
16359,3071,quel,O
16360,3071,pallone,B-ToLeave
16361,3072,butteresti,O
16362,3072,quel,O
16363,3072,pallone,B-ToLeave
16364,3073,puoi,O
16365,3073,gettare,O
16366,3073,quel,O
16367,3073,pallone,B-ToLeave
16368,3074,potresti,O
16369,3074,gettare,O
16370,3074,quel,O
16371,3074,pallone,B-ToLeave
16372,3075,rilascia,O
16373,3075,quel,O
16374,3075,pallone,B-ToLeave
16375,3076,rilasceresti,O
16376,3076,quel,O
16377,3076,pallone,B-ToLeave
16378,3077,puoi,O
16379,3077,rilasciare,O
16380,3077,quel,O
16381,3077,pallone,B-ToLeave
16382,3078,potresti,O
16383,3078,rilasciare,O
16384,3078,quel,O
16385,3078,pallone,B-ToLeave
16386,3079,lascia,O
16387,3079,il,O
16388,3079,pallone,B-ToLeave
16389,3080,lasceresti,O
16390,3080,il,O
16391,3080,pallone,B-ToLeave
16392,3081,puoi,O
16393,3081,lasciare,O
16394,3081,il,O
16395,3081,pallone,B-ToLeave
16396,3082,potresti,O
16397,3082,lasciare,O
16398,3082,il,O
16399,3082,pallone,B-ToLeave
16400,3083,molla,O
16401,3083,il,O
16402,3083,pallone,B-ToLeave
16403,3084,molleresti,O
16404,3084,il,O
16405,3084,pallone,B-ToLeave
16406,3085,puoi,O
16407,3085,mollare,O
16408,3085,il,O
16409,3085,pallone,B-ToLeave
16410,3086,potresti,O
16411,3086,mollare,O
16412,3086,il,O
16413,3086,pallone,B-ToLeave
16414,3087,getta,O
16415,3087,il,O
16416,3087,pallone,B-ToLeave
16417,3088,butta,O
16418,3088,il,O
16419,3088,pallone,B-ToLeave
16420,3089,getteresti,O
16421,3089,il,O
16422,3089,pallone,B-ToLeave
16423,3090,butteresti,O
16424,3090,il,O
16425,3090,pallone,B-ToLeave
16426,3091,puoi,O
16427,3091,gettare,O
16428,3091,il,O
16429,3091,pallone,B-ToLeave
16430,3092,potresti,O
16431,3092,gettare,O
16432,3092,il,O
16433,3092,pallone,B-ToLeave
16434,3093,rilascia,O
16435,3093,il,O
16436,3093,pallone,B-ToLeave
16437,3094,rilasceresti,O
16438,3094,il,O
16439,3094,pallone,B-ToLeave
16440,3095,puoi,O
16441,3095,rilasciare,O
16442,3095,il,O
16443,3095,pallone,B-ToLeave
16444,3096,potresti,O
16445,3096,rilasciare,O
16446,3096,il,O
16447,3096,pallone,B-ToLeave
16448,3097,lascia,O
16449,3097,questa,O
16450,3097,chiave,B-ToLeave
16451,3098,lasceresti,O
16452,3098,questa,O
16453,3098,chiave,B-ToLeave
16454,3099,puoi,O
16455,3099,lasciare,O
16456,3099,questa,O
16457,3099,chiave,B-ToLeave
16458,3100,potresti,O
16459,3100,lasciare,O
16460,3100,questa,O
16461,3100,chiave,B-ToLeave
16462,3101,molla,O
16463,3101,questa,O
16464,3101,chiave,B-ToLeave
16465,3102,molleresti,O
16466,3102,questa,O
16467,3102,chiave,B-ToLeave
16468,3103,puoi,O
16469,3103,mollare,O
16470,3103,questa,O
16471,3103,chiave,B-ToLeave
16472,3104,potresti,O
16473,3104,mollare,O
16474,3104,questa,O
16475,3104,chiave,B-ToLeave
16476,3105,getta,O
16477,3105,questa,O
16478,3105,chiave,B-ToLeave
16479,3106,butta,O
16480,3106,questa,O
16481,3106,chiave,B-ToLeave
16482,3107,getteresti,O
16483,3107,questa,O
16484,3107,chiave,B-ToLeave
16485,3108,butteresti,O
16486,3108,questa,O
16487,3108,chiave,B-ToLeave
16488,3109,puoi,O
16489,3109,gettare,O
16490,3109,questa,O
16491,3109,chiave,B-ToLeave
16492,3110,potresti,O
16493,3110,gettare,O
16494,3110,questa,O
16495,3110,chiave,B-ToLeave
16496,3111,rilascia,O
16497,3111,questa,O
16498,3111,chiave,B-ToLeave
16499,3112,rilasceresti,O
16500,3112,questa,O
16501,3112,chiave,B-ToLeave
16502,3113,puoi,O
16503,3113,rilasciare,O
16504,3113,questa,O
16505,3113,chiave,B-ToLeave
16506,3114,potresti,O
16507,3114,rilasciare,O
16508,3114,questa,O
16509,3114,chiave,B-ToLeave
16510,3115,lascia,O
16511,3115,quella,O
16512,3115,chiave,B-ToLeave
16513,3116,lasceresti,O
16514,3116,quella,O
16515,3116,chiave,B-ToLeave
16516,3117,puoi,O
16517,3117,lasciare,O
16518,3117,quella,O
16519,3117,chiave,B-ToLeave
16520,3118,potresti,O
16521,3118,lasciare,O
16522,3118,quella,O
16523,3118,chiave,B-ToLeave
16524,3119,molla,O
16525,3119,quella,O
16526,3119,chiave,B-ToLeave
16527,3120,molleresti,O
16528,3120,quella,O
16529,3120,chiave,B-ToLeave
16530,3121,puoi,O
16531,3121,mollare,O
16532,3121,quella,O
16533,3121,chiave,B-ToLeave
16534,3122,potresti,O
16535,3122,mollare,O
16536,3122,quella,O
16537,3122,chiave,B-ToLeave
16538,3123,getta,O
16539,3123,quella,O
16540,3123,chiave,B-ToLeave
16541,3124,butta,O
16542,3124,quella,O
16543,3124,chiave,B-ToLeave
16544,3125,getteresti,O
16545,3125,quella,O
16546,3125,chiave,B-ToLeave
16547,3126,butteresti,O
16548,3126,quella,O
16549,3126,chiave,B-ToLeave
16550,3127,puoi,O
16551,3127,gettare,O
16552,3127,quella,O
16553,3127,chiave,B-ToLeave
16554,3128,potresti,O
16555,3128,gettare,O
16556,3128,quella,O
16557,3128,chiave,B-ToLeave
16558,3129,rilascia,O
16559,3129,quella,O
16560,3129,chiave,B-ToLeave
16561,3130,rilasceresti,O
16562,3130,quella,O
16563,3130,chiave,B-ToLeave
16564,3131,puoi,O
16565,3131,rilasciare,O
16566,3131,quella,O
16567,3131,chiave,B-ToLeave
16568,3132,potresti,O
16569,3132,rilasciare,O
16570,3132,quella,O
16571,3132,chiave,B-ToLeave
16572,3133,lascia,O
16573,3133,la,O
16574,3133,chiave,B-ToLeave
16575,3134,lasceresti,O
16576,3134,la,O
16577,3134,chiave,B-ToLeave
16578,3135,puoi,O
16579,3135,lasciare,O
16580,3135,la,O
16581,3135,chiave,B-ToLeave
16582,3136,potresti,O
16583,3136,lasciare,O
16584,3136,la,O
16585,3136,chiave,B-ToLeave
16586,3137,molla,O
16587,3137,la,O
16588,3137,chiave,B-ToLeave
16589,3138,molleresti,O
16590,3138,la,O
16591,3138,chiave,B-ToLeave
16592,3139,puoi,O
16593,3139,mollare,O
16594,3139,la,O
16595,3139,chiave,B-ToLeave
16596,3140,potresti,O
16597,3140,mollare,O
16598,3140,la,O
16599,3140,chiave,B-ToLeave
16600,3141,getta,O
16601,3141,la,O
16602,3141,chiave,B-ToLeave
16603,3142,butta,O
16604,3142,la,O
16605,3142,chiave,B-ToLeave
16606,3143,getteresti,O
16607,3143,la,O
16608,3143,chiave,B-ToLeave
16609,3144,butteresti,O
16610,3144,la,O
16611,3144,chiave,B-ToLeave
16612,3145,puoi,O
16613,3145,gettare,O
16614,3145,la,O
16615,3145,chiave,B-ToLeave
16616,3146,potresti,O
16617,3146,gettare,O
16618,3146,la,O
16619,3146,chiave,B-ToLeave
16620,3147,rilascia,O
16621,3147,la,O
16622,3147,chiave,B-ToLeave
16623,3148,rilasceresti,O
16624,3148,la,O
16625,3148,chiave,B-ToLeave
16626,3149,puoi,O
16627,3149,rilasciare,O
16628,3149,la,O
16629,3149,chiave,B-ToLeave
16630,3150,potresti,O
16631,3150,rilasciare,O
16632,3150,la,O
16633,3150,chiave,B-ToLeave
16634,3151,lascia,O
16635,3151,queste,O
16636,3151,chiavi,B-ToLeave
16637,3152,lasceresti,O
16638,3152,queste,O
16639,3152,chiavi,B-ToLeave
16640,3153,puoi,O
16641,3153,lasciare,O
16642,3153,queste,O
16643,3153,chiavi,B-ToLeave
16644,3154,potresti,O
16645,3154,lasciare,O
16646,3154,queste,O
16647,3154,chiavi,B-ToLeave
16648,3155,molla,O
16649,3155,queste,O
16650,3155,chiavi,B-ToLeave
16651,3156,molleresti,O
16652,3156,queste,O
16653,3156,chiavi,B-ToLeave
16654,3157,puoi,O
16655,3157,mollare,O
16656,3157,queste,O
16657,3157,chiavi,B-ToLeave
16658,3158,potresti,O
16659,3158,mollare,O
16660,3158,queste,O
16661,3158,chiavi,B-ToLeave
16662,3159,getta,O
16663,3159,queste,O
16664,3159,chiavi,B-ToLeave
16665,3160,butta,O
16666,3160,queste,O
16667,3160,chiavi,B-ToLeave
16668,3161,getteresti,O
16669,3161,queste,O
16670,3161,chiavi,B-ToLeave
16671,3162,butteresti,O
16672,3162,queste,O
16673,3162,chiavi,B-ToLeave
16674,3163,puoi,O
16675,3163,gettare,O
16676,3163,queste,O
16677,3163,chiavi,B-ToLeave
16678,3164,potresti,O
16679,3164,gettare,O
16680,3164,queste,O
16681,3164,chiavi,B-ToLeave
16682,3165,rilascia,O
16683,3165,queste,O
16684,3165,chiavi,B-ToLeave
16685,3166,rilasceresti,O
16686,3166,queste,O
16687,3166,chiavi,B-ToLeave
16688,3167,puoi,O
16689,3167,rilasciare,O
16690,3167,queste,O
16691,3167,chiavi,B-ToLeave
16692,3168,potresti,O
16693,3168,rilasciare,O
16694,3168,queste,O
16695,3168,chiavi,B-ToLeave
16696,3169,lascia,O
16697,3169,quelle,O
16698,3169,chiavi,B-ToLeave
16699,3170,lasceresti,O
16700,3170,quelle,O
16701,3170,chiavi,B-ToLeave
16702,3171,puoi,O
16703,3171,lasciare,O
16704,3171,quelle,O
16705,3171,chiavi,B-ToLeave
16706,3172,potresti,O
16707,3172,lasciare,O
16708,3172,quelle,O
16709,3172,chiavi,B-ToLeave
16710,3173,molla,O
16711,3173,quelle,O
16712,3173,chiavi,B-ToLeave
16713,3174,molleresti,O
16714,3174,quelle,O
16715,3174,chiavi,B-ToLeave
16716,3175,puoi,O
16717,3175,mollare,O
16718,3175,quelle,O
16719,3175,chiavi,B-ToLeave
16720,3176,potresti,O
16721,3176,mollare,O
16722,3176,quelle,O
16723,3176,chiavi,B-ToLeave
16724,3177,getta,O
16725,3177,quelle,O
16726,3177,chiavi,B-ToLeave
16727,3178,butta,O
16728,3178,quelle,O
16729,3178,chiavi,B-ToLeave
16730,3179,getteresti,O
16731,3179,quelle,O
16732,3179,chiavi,B-ToLeave
16733,3180,butteresti,O
16734,3180,quelle,O
16735,3180,chiavi,B-ToLeave
16736,3181,puoi,O
16737,3181,gettare,O
16738,3181,quelle,O
16739,3181,chiavi,B-ToLeave
16740,3182,potresti,O
16741,3182,gettare,O
16742,3182,quelle,O
16743,3182,chiavi,B-ToLeave
16744,3183,rilascia,O
16745,3183,quelle,O
16746,3183,chiavi,B-ToLeave
16747,3184,rilasceresti,O
16748,3184,quelle,O
16749,3184,chiavi,B-ToLeave
16750,3185,puoi,O
16751,3185,rilasciare,O
16752,3185,quelle,O
16753,3185,chiavi,B-ToLeave
16754,3186,potresti,O
16755,3186,rilasciare,O
16756,3186,quelle,O
16757,3186,chiavi,B-ToLeave
16758,3187,lascia,O
16759,3187,le,O
16760,3187,chiavi,B-ToLeave
16761,3188,lasceresti,O
16762,3188,le,O
16763,3188,chiavi,B-ToLeave
16764,3189,puoi,O
16765,3189,lasciare,O
16766,3189,le,O
16767,3189,chiavi,B-ToLeave
16768,3190,potresti,O
16769,3190,lasciare,O
16770,3190,le,O
16771,3190,chiavi,B-ToLeave
16772,3191,molla,O
16773,3191,le,O
16774,3191,chiavi,B-ToLeave
16775,3192,molleresti,O
16776,3192,le,O
16777,3192,chiavi,B-ToLeave
16778,3193,puoi,O
16779,3193,mollare,O
16780,3193,le,O
16781,3193,chiavi,B-ToLeave
16782,3194,potresti,O
16783,3194,mollare,O
16784,3194,le,O
16785,3194,chiavi,B-ToLeave
16786,3195,getta,O
16787,3195,le,O
16788,3195,chiavi,B-ToLeave
16789,3196,butta,O
16790,3196,le,O
16791,3196,chiavi,B-ToLeave
16792,3197,getteresti,O
16793,3197,le,O
16794,3197,chiavi,B-ToLeave
16795,3198,butteresti,O
16796,3198,le,O
16797,3198,chiavi,B-ToLeave
16798,3199,puoi,O
16799,3199,gettare,O
16800,3199,le,O
16801,3199,chiavi,B-ToLeave
16802,3200,potresti,O
16803,3200,gettare,O
16804,3200,le,O
16805,3200,chiavi,B-ToLeave
16806,3201,rilascia,O
16807,3201,le,O
16808,3201,chiavi,B-ToLeave
16809,3202,rilasceresti,O
16810,3202,le,O
16811,3202,chiavi,B-ToLeave
16812,3203,puoi,O
16813,3203,rilasciare,O
16814,3203,le,O
16815,3203,chiavi,B-ToLeave
16816,3204,potresti,O
16817,3204,rilasciare,O
16818,3204,le,O
16819,3204,chiavi,B-ToLeave
16820,3205,lascia,O
16821,3205,questo,O
16822,3205,ramo,B-ToLeave
16823,3206,lasceresti,O
16824,3206,questo,O
16825,3206,ramo,B-ToLeave
16826,3207,puoi,O
16827,3207,lasciare,O
16828,3207,questo,O
16829,3207,ramo,B-ToLeave
16830,3208,potresti,O
16831,3208,lasciare,O
16832,3208,questo,O
16833,3208,ramo,B-ToLeave
16834,3209,molla,O
16835,3209,questo,O
16836,3209,ramo,B-ToLeave
16837,3210,molleresti,O
16838,3210,questo,O
16839,3210,ramo,B-ToLeave
16840,3211,puoi,O
16841,3211,mollare,O
16842,3211,questo,O
16843,3211,ramo,B-ToLeave
16844,3212,potresti,O
16845,3212,mollare,O
16846,3212,questo,O
16847,3212,ramo,B-ToLeave
16848,3213,getta,O
16849,3213,questo,O
16850,3213,ramo,B-ToLeave
16851,3214,butta,O
16852,3214,questo,O
16853,3214,ramo,B-ToLeave
16854,3215,getteresti,O
16855,3215,questo,O
16856,3215,ramo,B-ToLeave
16857,3216,butteresti,O
16858,3216,questo,O
16859,3216,ramo,B-ToLeave
16860,3217,puoi,O
16861,3217,gettare,O
16862,3217,questo,O
16863,3217,ramo,B-ToLeave
16864,3218,potresti,O
16865,3218,gettare,O
16866,3218,questo,O
16867,3218,ramo,B-ToLeave
16868,3219,rilascia,O
16869,3219,questo,O
16870,3219,ramo,B-ToLeave
16871,3220,rilasceresti,O
16872,3220,questo,O
16873,3220,ramo,B-ToLeave
16874,3221,puoi,O
16875,3221,rilasciare,O
16876,3221,questo,O
16877,3221,ramo,B-ToLeave
16878,3222,potresti,O
16879,3222,rilasciare,O
16880,3222,questo,O
16881,3222,ramo,B-ToLeave
16882,3223,lascia,O
16883,3223,quel,O
16884,3223,ramo,B-ToLeave
16885,3224,lasceresti,O
16886,3224,quel,O
16887,3224,ramo,B-ToLeave
16888,3225,puoi,O
16889,3225,lasciare,O
16890,3225,quel,O
16891,3225,ramo,B-ToLeave
16892,3226,potresti,O
16893,3226,lasciare,O
16894,3226,quel,O
16895,3226,ramo,B-ToLeave
16896,3227,molla,O
16897,3227,quel,O
16898,3227,ramo,B-ToLeave
16899,3228,molleresti,O
16900,3228,quel,O
16901,3228,ramo,B-ToLeave
16902,3229,puoi,O
16903,3229,mollare,O
16904,3229,quel,O
16905,3229,ramo,B-ToLeave
16906,3230,potresti,O
16907,3230,mollare,O
16908,3230,quel,O
16909,3230,ramo,B-ToLeave
16910,3231,getta,O
16911,3231,quel,O
16912,3231,ramo,B-ToLeave
16913,3232,butta,O
16914,3232,quel,O
16915,3232,ramo,B-ToLeave
16916,3233,getteresti,O
16917,3233,quel,O
16918,3233,ramo,B-ToLeave
16919,3234,butteresti,O
16920,3234,quel,O
16921,3234,ramo,B-ToLeave
16922,3235,puoi,O
16923,3235,gettare,O
16924,3235,quel,O
16925,3235,ramo,B-ToLeave
16926,3236,potresti,O
16927,3236,gettare,O
16928,3236,quel,O
16929,3236,ramo,B-ToLeave
16930,3237,rilascia,O
16931,3237,quel,O
16932,3237,ramo,B-ToLeave
16933,3238,rilasceresti,O
16934,3238,quel,O
16935,3238,ramo,B-ToLeave
16936,3239,puoi,O
16937,3239,rilasciare,O
16938,3239,quel,O
16939,3239,ramo,B-ToLeave
16940,3240,potresti,O
16941,3240,rilasciare,O
16942,3240,quel,O
16943,3240,ramo,B-ToLeave
16944,3241,lascia,O
16945,3241,il,O
16946,3241,ramo,B-ToLeave
16947,3242,lasceresti,O
16948,3242,il,O
16949,3242,ramo,B-ToLeave
16950,3243,puoi,O
16951,3243,lasciare,O
16952,3243,il,O
16953,3243,ramo,B-ToLeave
16954,3244,potresti,O
16955,3244,lasciare,O
16956,3244,il,O
16957,3244,ramo,B-ToLeave
16958,3245,molla,O
16959,3245,il,O
16960,3245,ramo,B-ToLeave
16961,3246,molleresti,O
16962,3246,il,O
16963,3246,ramo,B-ToLeave
16964,3247,puoi,O
16965,3247,mollare,O
16966,3247,il,O
16967,3247,ramo,B-ToLeave
16968,3248,potresti,O
16969,3248,mollare,O
16970,3248,il,O
16971,3248,ramo,B-ToLeave
16972,3249,getta,O
16973,3249,il,O
16974,3249,ramo,B-ToLeave
16975,3250,butta,O
16976,3250,il,O
16977,3250,ramo,B-ToLeave
16978,3251,getteresti,O
16979,3251,il,O
16980,3251,ramo,B-ToLeave
16981,3252,butteresti,O
16982,3252,il,O
16983,3252,ramo,B-ToLeave
16984,3253,puoi,O
16985,3253,gettare,O
16986,3253,il,O
16987,3253,ramo,B-ToLeave
16988,3254,potresti,O
16989,3254,gettare,O
16990,3254,il,O
16991,3254,ramo,B-ToLeave
16992,3255,rilascia,O
16993,3255,il,O
16994,3255,ramo,B-ToLeave
16995,3256,rilasceresti,O
16996,3256,il,O
16997,3256,ramo,B-ToLeave
16998,3257,puoi,O
16999,3257,rilasciare,O
17000,3257,il,O
17001,3257,ramo,B-ToLeave
17002,3258,potresti,O
17003,3258,rilasciare,O
17004,3258,il,O
17005,3258,ramo,B-ToLeave
17006,3259,lascia,O
17007,3259,questo,O
17008,3259,ramoscello,B-ToLeave
17009,3260,lasceresti,O
17010,3260,questo,O
17011,3260,ramoscello,B-ToLeave
17012,3261,puoi,O
17013,3261,lasciare,O
17014,3261,questo,O
17015,3261,ramoscello,B-ToLeave
17016,3262,potresti,O
17017,3262,lasciare,O
17018,3262,questo,O
17019,3262,ramoscello,B-ToLeave
17020,3263,molla,O
17021,3263,questo,O
17022,3263,ramoscello,B-ToLeave
17023,3264,molleresti,O
17024,3264,questo,O
17025,3264,ramoscello,B-ToLeave
17026,3265,puoi,O
17027,3265,mollare,O
17028,3265,questo,O
17029,3265,ramoscello,B-ToLeave
17030,3266,potresti,O
17031,3266,mollare,O
17032,3266,questo,O
17033,3266,ramoscello,B-ToLeave
17034,3267,getta,O
17035,3267,questo,O
17036,3267,ramoscello,B-ToLeave
17037,3268,butta,O
17038,3268,questo,O
17039,3268,ramoscello,B-ToLeave
17040,3269,getteresti,O
17041,3269,questo,O
17042,3269,ramoscello,B-ToLeave
17043,3270,butteresti,O
17044,3270,questo,O
17045,3270,ramoscello,B-ToLeave
17046,3271,puoi,O
17047,3271,gettare,O
17048,3271,questo,O
17049,3271,ramoscello,B-ToLeave
17050,3272,potresti,O
17051,3272,gettare,O
17052,3272,questo,O
17053,3272,ramoscello,B-ToLeave
17054,3273,rilascia,O
17055,3273,questo,O
17056,3273,ramoscello,B-ToLeave
17057,3274,rilasceresti,O
17058,3274,questo,O
17059,3274,ramoscello,B-ToLeave
17060,3275,puoi,O
17061,3275,rilasciare,O
17062,3275,questo,O
17063,3275,ramoscello,B-ToLeave
17064,3276,potresti,O
17065,3276,rilasciare,O
17066,3276,questo,O
17067,3276,ramoscello,B-ToLeave
17068,3277,lascia,O
17069,3277,quel,O
17070,3277,ramoscello,B-ToLeave
17071,3278,lasceresti,O
17072,3278,quel,O
17073,3278,ramoscello,B-ToLeave
17074,3279,puoi,O
17075,3279,lasciare,O
17076,3279,quel,O
17077,3279,ramoscello,B-ToLeave
17078,3280,potresti,O
17079,3280,lasciare,O
17080,3280,quel,O
17081,3280,ramoscello,B-ToLeave
17082,3281,molla,O
17083,3281,quel,O
17084,3281,ramoscello,B-ToLeave
17085,3282,molleresti,O
17086,3282,quel,O
17087,3282,ramoscello,B-ToLeave
17088,3283,puoi,O
17089,3283,mollare,O
17090,3283,quel,O
17091,3283,ramoscello,B-ToLeave
17092,3284,potresti,O
17093,3284,mollare,O
17094,3284,quel,O
17095,3284,ramoscello,B-ToLeave
17096,3285,getta,O
17097,3285,quel,O
17098,3285,ramoscello,B-ToLeave
17099,3286,butta,O
17100,3286,quel,O
17101,3286,ramoscello,B-ToLeave
17102,3287,getteresti,O
17103,3287,quel,O
17104,3287,ramoscello,B-ToLeave
17105,3288,butteresti,O
17106,3288,quel,O
17107,3288,ramoscello,B-ToLeave
17108,3289,puoi,O
17109,3289,gettare,O
17110,3289,quel,O
17111,3289,ramoscello,B-ToLeave
17112,3290,potresti,O
17113,3290,gettare,O
17114,3290,quel,O
17115,3290,ramoscello,B-ToLeave
17116,3291,rilascia,O
17117,3291,quel,O
17118,3291,ramoscello,B-ToLeave
17119,3292,rilasceresti,O
17120,3292,quel,O
17121,3292,ramoscello,B-ToLeave
17122,3293,puoi,O
17123,3293,rilasciare,O
17124,3293,quel,O
17125,3293,ramoscello,B-ToLeave
17126,3294,potresti,O
17127,3294,rilasciare,O
17128,3294,quel,O
17129,3294,ramoscello,B-ToLeave
17130,3295,lascia,O
17131,3295,il,O
17132,3295,ramoscello,B-ToLeave
17133,3296,lasceresti,O
17134,3296,il,O
17135,3296,ramoscello,B-ToLeave
17136,3297,puoi,O
17137,3297,lasciare,O
17138,3297,il,O
17139,3297,ramoscello,B-ToLeave
17140,3298,potresti,O
17141,3298,lasciare,O
17142,3298,il,O
17143,3298,ramoscello,B-ToLeave
17144,3299,molla,O
17145,3299,il,O
17146,3299,ramoscello,B-ToLeave
17147,3300,molleresti,O
17148,3300,il,O
17149,3300,ramoscello,B-ToLeave
17150,3301,puoi,O
17151,3301,mollare,O
17152,3301,il,O
17153,3301,ramoscello,B-ToLeave
17154,3302,potresti,O
17155,3302,mollare,O
17156,3302,il,O
17157,3302,ramoscello,B-ToLeave
17158,3303,getta,O
17159,3303,il,O
17160,3303,ramoscello,B-ToLeave
17161,3304,butta,O
17162,3304,il,O
17163,3304,ramoscello,B-ToLeave
17164,3305,getteresti,O
17165,3305,il,O
17166,3305,ramoscello,B-ToLeave
17167,3306,butteresti,O
17168,3306,il,O
17169,3306,ramoscello,B-ToLeave
17170,3307,puoi,O
17171,3307,gettare,O
17172,3307,il,O
17173,3307,ramoscello,B-ToLeave
17174,3308,potresti,O
17175,3308,gettare,O
17176,3308,il,O
17177,3308,ramoscello,B-ToLeave
17178,3309,rilascia,O
17179,3309,il,O
17180,3309,ramoscello,B-ToLeave
17181,3310,rilasceresti,O
17182,3310,il,O
17183,3310,ramoscello,B-ToLeave
17184,3311,puoi,O
17185,3311,rilasciare,O
17186,3311,il,O
17187,3311,ramoscello,B-ToLeave
17188,3312,potresti,O
17189,3312,rilasciare,O
17190,3312,il,O
17191,3312,ramoscello,B-ToLeave
17192,3313,lascia,O
17193,3313,questo,O
17194,3313,rametto,B-ToLeave
17195,3314,lasceresti,O
17196,3314,questo,O
17197,3314,rametto,B-ToLeave
17198,3315,puoi,O
17199,3315,lasciare,O
17200,3315,questo,O
17201,3315,rametto,B-ToLeave
17202,3316,potresti,O
17203,3316,lasciare,O
17204,3316,questo,O
17205,3316,rametto,B-ToLeave
17206,3317,molla,O
17207,3317,questo,O
17208,3317,rametto,B-ToLeave
17209,3318,molleresti,O
17210,3318,questo,O
17211,3318,rametto,B-ToLeave
17212,3319,puoi,O
17213,3319,mollare,O
17214,3319,questo,O
17215,3319,rametto,B-ToLeave
17216,3320,potresti,O
17217,3320,mollare,O
17218,3320,questo,O
17219,3320,rametto,B-ToLeave
17220,3321,getta,O
17221,3321,questo,O
17222,3321,rametto,B-ToLeave
17223,3322,butta,O
17224,3322,questo,O
